path,extension,size_bytes,git_status,scientific_role,authoritative,manuscript_facing,sha256_or_status,legacy_candidate,temporary_generated,required_for_reproduction,safe_to_remove_candidate,contains_absolute_local_path,sensitive_information_scan
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/strings.py,.py,50568,untracked,DPM analysis artifact,yes,yes,725c16c3218fb3441b56465b94f08d5a84eea24669d3b9189ae45a6ab9aee332,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/strings.pyi,.pyi,11563,untracked,DPM analysis artifact,yes,yes,c8ca4c973079b95e30a9474264971239f0e143121cbd2b38df7fa1b3389dc8ab,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/_locales.cpython-313.pyc,.pyc,3601,untracked,DPM analysis artifact,yes,yes,8190f10b1b99f9a4b915f17e78e73f711e49fcd74d131710294fcb28019a48e0,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/_natype.cpython-313.pyc,.pyc,5360,untracked,DPM analysis artifact,yes,yes,03e385452d5f3df2ee854a499841e04f7f0304ee23e54683af766d02955a3d3d,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test__exceptions.cpython-313.pyc,.pyc,5675,untracked,DPM analysis artifact,yes,yes,645d094c5da2015f7840b10972ba581542f9dc4b00b1754354d2faabb4c86d48,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_abc.cpython-313.pyc,.pyc,4579,untracked,DPM analysis artifact,yes,yes,75000bb3c0b6d9e30d2c1557530f34f954f78c5678e20df193e297e984b0eaa8,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_api.cpython-313.pyc,.pyc,42480,untracked,DPM analysis artifact,yes,yes,5a3d60774feee33d59467dc5cc1556d9ac13d60bbc520a75b14ea4f53558338d,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_argparse.cpython-313.pyc,.pyc,5205,untracked,DPM analysis artifact,yes,yes,f2bb8f9774c06f776f89528dd15a0c1ec1cfb1c0921126da7f62a5be97bb643d,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_array_api_info.cpython-313.pyc,.pyc,6048,untracked,DPM analysis artifact,yes,yes,354fb299b0bc6a1cc2b71126688f622dae1e41deb6e81e7c99b9748bd1b7244f,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_array_coercion.cpython-313.pyc,.pyc,55390,untracked,DPM analysis artifact,yes,yes,e84ff4e87ed501d8cdf3ff999df83c002094559624ccc4b36367d99bf0c4e294,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_array_interface.cpython-313.pyc,.pyc,8332,untracked,DPM analysis artifact,yes,yes,6f074782860a1a3bcf6bb815aa9281810f746aaa367dcf6c546baa5e3408efa4,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_arraymethod.cpython-313.pyc,.pyc,5169,untracked,DPM analysis artifact,yes,yes,2eefdc600f4be250e751bd7938bfd16594e62f888736030ef963a7ccd6796473,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_arrayobject.cpython-313.pyc,.pyc,13160,untracked,DPM analysis artifact,yes,yes,5940e59d6d44135cefd61b396a824b2147461c2807db0ad1f71388726066a6e3,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_arrayprint.cpython-313.pyc,.pyc,75602,untracked,DPM analysis artifact,yes,yes,17b76ded49ed3d91fa494bf686e3885e84549308df501248936aa9fdf0cd2e3c,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_casting_floatingpoint_errors.cpython-313.pyc,.pyc,9195,untracked,DPM analysis artifact,yes,yes,a843752aaa361f76ea3a9977fa3f335a71a01220eb6a2f8a38afcec91295b1fc,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_casting_unittests.cpython-313.pyc,.pyc,50302,untracked,DPM analysis artifact,yes,yes,4802bd16ce24e7167233addbeaedbd7aaeef293add98217ec74ec05fe8799968,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_conversion_utils.cpython-313.pyc,.pyc,13591,untracked,DPM analysis artifact,yes,yes,f41439b959d12a65a65236f2f0d230c03e320b6ae5f91507c4fdaec791a2016a,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_cpu_dispatcher.cpython-313.pyc,.pyc,1627,untracked,DPM analysis artifact,yes,yes,d6e7227a8f8de57debcd120d3e447a3cd7d8d3bfea3bf32de9f3bee6862bfe1a,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_cpu_features.cpython-313.pyc,.pyc,25085,untracked,DPM analysis artifact,yes,yes,acc1dfc3f2a3631e7fdacb7ab662524f53d2528b1714a0e8219928c6b6245283,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_custom_dtypes.cpython-313.pyc,.pyc,32671,untracked,DPM analysis artifact,yes,yes,2348bfd6fb479d1d0b93da9b984f7775cdd646630ac0db2e3940ac565e323d76,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_cython.cpython-313.pyc,.pyc,20183,untracked,DPM analysis artifact,yes,yes,d83276502b538614ec7dbd6a0b8e6197e230089ad00dc3589e6cc3f1598cf99b,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_datetime.cpython-313.pyc,.pyc,203382,untracked,DPM analysis artifact,yes,yes,2694ad4610daac3737e7438d82d2ae675021bf9672cd3366c648c63b70b8010d,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_defchararray.cpython-313.pyc,.pyc,64320,untracked,DPM analysis artifact,yes,yes,010fc4d0ec1fbfda71bd79828570299043a15ee16bb6c9f54a7faeb6bcc865fb,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_deprecations.cpython-313.pyc,.pyc,39009,untracked,DPM analysis artifact,yes,yes,3c311fa839968959235ce4bbcc710417a3f59b6a09a0b60dde32ecd1d37cb9e4,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_dlpack.cpython-313.pyc,.pyc,19271,untracked,DPM analysis artifact,yes,yes,69c2729114940cc7cf38db1603b7f6c28da4addca4382d003ee3391549821142,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_dtype.cpython-313.pyc,.pyc,130644,untracked,DPM analysis artifact,yes,yes,0f096383152f13015569e60478fae23a917b8781eee9523a7c450c60a7ff9aa8,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_einsum.cpython-313.pyc,.pyc,80709,untracked,DPM analysis artifact,yes,yes,c7556fc2e1a55ed2feb8340778d08329118d642ea85f637183f9b5f1cde8e23f,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_errstate.cpython-313.pyc,.pyc,8800,untracked,DPM analysis artifact,yes,yes,48e15d48cdef2c4d76ef9899c182a14f41fdfc8e985e4659394bdf93930f7948,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_extint128.cpython-313.pyc,.pyc,10353,untracked,DPM analysis artifact,yes,yes,9162028f6101f0d48dde76cb87777ceb3e52f697623d2a1961112d6838e07d99,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_finfo.cpython-313.pyc,.pyc,3735,untracked,DPM analysis artifact,yes,yes,b85ad8bc31628bffe1aa5876a8e209c2b7a2292e196339c973466e56f6e187ea,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_function_base.cpython-313.pyc,.pyc,28819,untracked,DPM analysis artifact,yes,yes,090bd82cd7fccf825e1135615dba058ea54b6817d22aba99cd55878e4d450fd7,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_getlimits.cpython-313.pyc,.pyc,13333,untracked,DPM analysis artifact,yes,yes,df3a17d699655ec2c4314f063545da1820b9657cf7d0e112082ac79d7ea86a3e,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_half.cpython-313.pyc,.pyc,38510,untracked,DPM analysis artifact,yes,yes,6a432aa3038ffda38ee4f5d9445cfa1e1c65ecf75a2c81c8aa23e3f115b7302d,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_hashtable.cpython-313.pyc,.pyc,11321,untracked,DPM analysis artifact,yes,yes,08630f198c9e6cbbaa27a8b80321bb4dd6c6ee8b5fddd3bf916880bd3cc575dc,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_indexerrors.cpython-313.pyc,.pyc,11620,untracked,DPM analysis artifact,yes,yes,3b2fd17d7bec58ba287d75c8db649f10f7bcf1b20e0e100e6c9b518ebb47309d,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_indexing.cpython-313.pyc,.pyc,103729,untracked,DPM analysis artifact,yes,yes,f806364bedcdb791f1e260bb6af2b679e1db52f3a564fdf3bf0480f301f4a62d,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_item_selection.cpython-313.pyc,.pyc,11719,untracked,DPM analysis artifact,yes,yes,bf72e7451901aa31cc76b480b1cfbb4d10a36085f1a58c1a923831d45c0fdebb,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_limited_api.cpython-313.pyc,.pyc,12169,untracked,DPM analysis artifact,yes,yes,22bfbf25bf62485f59a7459ea8701565f64b90494387d17fc9a1a24854922e07,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_longdouble.cpython-313.pyc,.pyc,23554,untracked,DPM analysis artifact,yes,yes,4ee19c0684d11e8d5e5df2037b9558003fe2016f54804fdb8fab0db4c20d2dc5,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_mem_overlap.cpython-313.pyc,.pyc,48059,untracked,DPM analysis artifact,yes,yes,fd74eb43894df5f5ecb67e6b37e95728d53f0085e5f3bd4c48c38f21c0e50ca9,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_mem_policy.cpython-313.pyc,.pyc,19902,untracked,DPM analysis artifact,yes,yes,cad7c303d7a46fa86f22a53e2c49a3179c7444460cf52b7cde9aa26f25f774c6,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_memmap.cpython-313.pyc,.pyc,17320,untracked,DPM analysis artifact,yes,yes,96d11fb2d0e50f0be969fa97802707a4524dce85802ee76a4b9796b63d514b04,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_multiarray.cpython-313.pyc,.pyc,734663,untracked,DPM analysis artifact,yes,yes,d83914c90d9464a3a41be00bbda17cd3f385ff34e310149ec5bc8f00744f1f6c,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_multiprocessing.cpython-313.pyc,.pyc,2751,untracked,DPM analysis artifact,yes,yes,d94b48eb6f4acdc8fe44f387c0d3ad6e9c8cada4200a353551acdb6c77a019d7,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_multithreading.cpython-313.pyc,.pyc,38131,untracked,DPM analysis artifact,yes,yes,743c257888842e0b89a5ca415442a98532d555d6a6613b7e0b44ec6517474015,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_nditer.cpython-313.pyc,.pyc,188721,untracked,DPM analysis artifact,yes,yes,4c79ee52fb181d25d519f1d2b1c7d307e5b93bca73ee5b06c71483e9abcea62b,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_nep50_promotions.cpython-313.pyc,.pyc,18017,untracked,DPM analysis artifact,yes,yes,f200e7fa5c30e10959c9ebc3c0d1b7d985e9ddc2dc2c8b90727557ca1f8d0b23,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_numeric.cpython-313.pyc,.pyc,276208,untracked,DPM analysis artifact,yes,yes,97f7854070b62c758d1fd1494e39866cebb058804f118b2c9e9c18af0360f3f1,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_numerictypes.cpython-313.pyc,.pyc,43239,untracked,DPM analysis artifact,yes,yes,bae02e4d9183290e68375d7ad309765d0d7c2225d93429e50d933dbdb8706781,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_overrides.cpython-313.pyc,.pyc,52663,untracked,DPM analysis artifact,yes,yes,0497b7e033feba620fc3173fbf502dbcb7b4d33da316838dba8c9b37978b0ec0,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_print.cpython-313.pyc,.pyc,11697,untracked,DPM analysis artifact,yes,yes,5cd58ab95d33aa16419a9610c05e9ca2b16760a005834dc0f447ec272fadc1d6,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_protocols.cpython-313.pyc,.pyc,3383,untracked,DPM analysis artifact,yes,yes,a19ff9f4fd0d1c63e4c98d2cf78c29e99af794b4dea41baf2a42207140151a10,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_records.cpython-313.pyc,.pyc,43315,untracked,DPM analysis artifact,yes,yes,64eb421000eb9d9e93981958a8d28524ed14750068eee3d11da6f2d507c626b2,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_regression.cpython-313.pyc,.pyc,175383,untracked,DPM analysis artifact,yes,yes,7df1cf81cc68d5d5d0629cf29f01c8894b7c2169ed57f60536f22b442b7e2ea3,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_scalar_ctors.cpython-313.pyc,.pyc,14258,untracked,DPM analysis artifact,yes,yes,77074ef5d05c75411e062991ce0d5a46c001c440d192b0d602fea9c4137a6ead,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_scalar_methods.cpython-313.pyc,.pyc,22776,untracked,DPM analysis artifact,yes,yes,bf439b5e6f9537b713b2f3a45565d3876ca9b06502f27e2bce62c4cb4b81ada4,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_scalarbuffer.cpython-313.pyc,.pyc,9668,untracked,DPM analysis artifact,yes,yes,cde5f91e365c198bcda43f25427c4bfddbb852eecb23d9e88fd31205d34a2b9a,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_scalarinherit.cpython-313.pyc,.pyc,6543,untracked,DPM analysis artifact,yes,yes,3113109f0506bf12c763ef55a6c8176f11e1f6fd46ff2c46362fe2764f1106a6,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_scalarmath.cpython-313.pyc,.pyc,73381,untracked,DPM analysis artifact,yes,yes,ea61b696d79e6fc817b5474522a917c22729e4cb3f36b04094966a7d98969cc1,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_scalarprint.cpython-313.pyc,.pyc,21048,untracked,DPM analysis artifact,yes,yes,e92c1bdc431984bbf456e0dc32d42d4c4151ff5f62b6be947e19599ddf1abfca,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_shape_base.cpython-313.pyc,.pyc,50708,untracked,DPM analysis artifact,yes,yes,017742f2a5ce394f0ebe49360a29eb5a5dc6f22ee2d415a798453f31acc68b30,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_simd.cpython-313.pyc,.pyc,69348,untracked,DPM analysis artifact,yes,yes,a356bc23ca2a837024bd9379e0385c882317de271670240e240c548676355f60,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_simd_module.cpython-313.pyc,.pyc,7236,untracked,DPM analysis artifact,yes,yes,441b0d3b92160e918cc06f5b915d07ccee1b577dbe00f66cd9151664504acbca,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_stringdtype.cpython-313.pyc,.pyc,139684,untracked,DPM analysis artifact,yes,yes,d1b909e7011c440906018eb13bd90a1fde8dad496667586717dc45c72253127d,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_strings.cpython-313.pyc,.pyc,85817,untracked,DPM analysis artifact,yes,yes,855cdea5504945f2e0ad173a516da84873b6b41f0108fa3d1b7869202efac526,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_ufunc.cpython-313.pyc,.pyc,229378,untracked,DPM analysis artifact,yes,yes,ccca587c6b762923d422bf7bd55c4b6d7b9d854d16d95e85513e4e4b215a40ef,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_umath.cpython-313.pyc,.pyc,350710,untracked,DPM analysis artifact,yes,yes,30504991866c520903f0db415e3c3c5fa90a20042f63da508307d9a65f7236ee,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_umath_accuracy.cpython-313.pyc,.pyc,6842,untracked,DPM analysis artifact,yes,yes,b4cceda3ada17879bc826528bb6c7d0505bd31f6b057177c0bda4ecf89e321d2,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_umath_complex.cpython-313.pyc,.pyc,42082,untracked,DPM analysis artifact,yes,yes,fdf7b603dd720be819e4044d33493960a3a55f5bacba78c355bec4479db2751c,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/__pycache__/test_unicode.cpython-313.pyc,.pyc,19401,untracked,DPM analysis artifact,yes,yes,4f2343ccce800b4734796e36732d0d8e39f6c79b6a32112cf43efbde1af32ce3,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/_locales.py,.py,2176,untracked,DPM analysis artifact,yes,yes,96f1ea50954cb2b13b261dcdfcaa4ee5f181660203fa5dd9af8fbf46b1f564d3,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/_natype.py,.py,4387,untracked,DPM analysis artifact,yes,yes,93a0e3d9ef621fc988077d8e5bd148d851b1884fc50c2ee621a222e19810e957,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/astype_copy.pkl,.pkl,716,untracked,DPM analysis artifact,yes,yes,9564b309cbf3441ff0a6e4468fddaca46230fab34f15c77d87025a455bdf59d9,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/generate_umath_validation_data.cpp,.cpp,5842,untracked,DPM analysis artifact,yes,yes,0506a4079a3c32aeb4cdec79a2f54ed086ad35aef16c5f09bd79ad93adfbdd2a,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/recarray_from_file.fits,.fits,8640,untracked,DPM analysis artifact,yes,yes,340d24962cf7d4594b9d8c6fde9a737abb8e36a35892e12fb6ce70cd711e21ce,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-README.txt,.txt,967,untracked,DPM analysis artifact,yes,yes,a715b039a1866a169177e0250227437e870bcab0220e9d3085fe610bb858c2a3,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-arccos.csv,.csv,61365,untracked,DPM analysis artifact,yes,yes,c81973f2be919e701885d9686f3186a3614a63e0e849341a3f6eb2f35dfc6b72,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-arccosh.csv,.csv,61365,untracked,DPM analysis artifact,yes,yes,d065deed71b56778d701c2be3a5128b7f0dfdcc7ad0d04a56e6dcc27ffe23109,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-arcsin.csv,.csv,61339,untracked,DPM analysis artifact,yes,yes,c3f4afd8d0e7fa62d9480a9be7a253da0e1ba81cf16008a179d5b11ee7fcdae5,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-arcsinh.csv,.csv,60289,untracked,DPM analysis artifact,yes,yes,0d9acc6286596723350c3c97354c52973c7a6ce81a8e74522d6033c5c3dc93c9,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-arctan.csv,.csv,60305,untracked,DPM analysis artifact,yes,yes,d1aa2c5d9fbd0d84e8a74963e1b7dc04dc1856f8d9756d7785b3114d1453995d,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,.csv,61339,untracked,DPM analysis artifact,yes,yes,1c42bd78fc753a42ab5c82a4314574231ae6b03a8896029d76223e2ef176276d,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-cbrt.csv,.csv,60846,untracked,DPM analysis artifact,yes,yes,bfce7931366287e7d9a7f1ae103b2ddaa688b315386bbbe501b788272db12a97,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-cos.csv,.csv,59122,untracked,DPM analysis artifact,yes,yes,d0f3670ea2a4a2467b11154381b7acf0a35973e21226b65495565ce4b916d7c1,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-cosh.csv,.csv,60869,untracked,DPM analysis artifact,yes,yes,24a0b89caaf7c13cc0fd7352890bd552af73918cb8763bedbb6fa3e1967fece7,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-exp.csv,.csv,17491,untracked,DPM analysis artifact,yes,yes,ad401621bbf278a87dacf7e9da7d19abb00aabf9ef1e981b8332e3025961b1e9,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-exp2.csv,.csv,58624,untracked,DPM analysis artifact,yes,yes,763a2c4feddf4e988dfdfff658eba680cbae2a00bf5e1a553be42c505c08eae5,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-expm1.csv,.csv,60299,untracked,DPM analysis artifact,yes,yes,2bb8cbe8de0a4065fbd5f8f986f624cdc31793b32641eb3c170acd7f2acfa605,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-log.csv,.csv,11692,untracked,DPM analysis artifact,yes,yes,ca7cdb55b2b1173c56170c479f15fb1699bebdad3da08de82b5fe54ded7d838c,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-log10.csv,.csv,68922,untracked,DPM analysis artifact,yes,yes,34e043fab39623f14f1b85666f3bb726d5fd500f37f1fd80683140fb06a2a860,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-log1p.csv,.csv,60303,untracked,DPM analysis artifact,yes,yes,b5d6d858fa96233f0111b232925ca787fb69409ce8f7bd0475de1e93a0ec3dbf,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-log2.csv,.csv,68917,untracked,DPM analysis artifact,yes,yes,dfd1140f4bc531bc32a17a0e8600a689de8d78401053b15fed01633ec54e6c81,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-sin.csv,.csv,58611,untracked,DPM analysis artifact,yes,yes,f0f5239d0fd87e6c456f8d9726bbe9be691e4a910e9445d298dbc82b85607c03,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,.csv,60293,untracked,DPM analysis artifact,yes,yes,5ceb0152e3dc32388efe97af31a96999dd2246fda09a787dbbb6d5f592cb83c2,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-tan.csv,.csv,60299,untracked,DPM analysis artifact,yes,yes,1efd9650c22c71fbd0279639062a6e1e4e28138558e9029b429fe4351742a984,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/data/umath-validation-set-tanh.csv,.csv,60299,untracked,DPM analysis artifact,yes,yes,8a895917f30ec964606126be4ac0f875fe669f214ad7cceb20223be34496a137,no,yes,yes,yes,no,no
